chat_id,username,first_name,last_name,registered_at
851619894,sweet_cyucide,##,,2026-05-27T17:03:05.854669+00:00
7626278455,antarctica_sol,antarctica,,2026-05-27T17:04:26.600866+00:00
1253827780,tantoof,Tanto,,2026-05-27T19:38:14.177673+00:00
743558046,need_some_rest,JRJRJR,,2026-05-27T20:52:40.410752+00:00
